PRECIPITACAO_TOTAL_HORARIO_mm,TEMPERATURA_DO_AR_BULBO_SECO_HORARIA,UMIDADE_RELATIVA_DO_AR_HORARIA_porcent,VENTO_DIRECAO_HORARIA
0.0,20.1,89.0,310.0
0.0,20.0,86.0,321.0
0.0,19.7,87.0,328.0
0.0,19.8,87.0,317.0
0.0,19.7,87.0,334.0
0.0,19.5,87.0,326.0
0.6,19.1,92.0,330.0
0.0,19.0,93.0,333.0
0.0,18.9,93.0,321.0
0.0,18.7,94.0,318.0
0.0,19.0,94.0,320.0
0.0,20.0,88.0,309.0
0.0,21.5,84.0,322.0
0.0,22.8,78.0,320.0
0.0,22.4,78.0,328.0
0.8,22.8,83.0,280.0
0.0,23.5,74.0,303.0
3.4,23.5,80.0,310.0
0.0,25.1,68.0,334.0
0.0,25.2,71.0,326.0
0.0,20.8,83.0,219.0
0.0,19.3,91.0,92.0
14.8,18.1,94.0,188.0
17.8,17.9,94.0,137.0
5.4,18.1,94.0,163.0
1.2,17.8,93.0,158.0
0.0,17.8,93.0,180.0
0.2,17.9,93.0,124.0
0.2,18.1,92.0,87.0
0.4,18.1,93.0,107.0
2.4,18.0,93.0,111.0
3.4,16.9,93.0,95.0
0.6,16.7,93.0,121.0
0.0,16.6,93.0,110.0
0.6,16.3,93.0,104.0
0.0,16.5,93.0,81.0
0.0,17.5,92.0,87.0
0.0,17.7,91.0,50.0
1.8,17.6,92.0,351.0
0.0,17.9,91.0,9.0
0.0,18.1,88.0,319.0
0.0,18.9,84.0,193.0
0.0,19.8,79.0,202.0
0.0,19.6,82.0,212.0
0.0,20.0,79.0,179.0
0.0,19.2,87.0,39.0
0.0,18.6,89.0,5.0
0.0,17.8,91.0,145.0
0.0,18.1,93.0,199.0
0.0,18.3,91.0,107.0
0.0,18.3,91.0,36.0
0.0,17.9,92.0,35.0
0.0,17.3,92.0,19.0
0.0,17.2,93.0,27.0
0.0,17.6,92.0,18.0
0.0,17.5,92.0,14.0
0.0,17.4,92.0,324.0
0.0,17.2,92.0,336.0
0.0,17.4,93.0,315.0
0.0,17.8,91.0,349.0
0.0,18.7,83.0,4.0
0.0,19.5,78.0,350.0
0.0,21.5,73.0,23.0
0.0,20.7,78.0,341.0
0.0,22.7,65.0,350.0
0.0,22.4,66.0,324.0
0.0,21.9,68.0,315.0
0.2,21.9,72.0,324.0
0.0,20.8,75.0,328.0
0.0,20.3,78.0,323.0
0.0,18.7,84.0,309.0
0.0,18.5,87.0,318.0
0.0,18.4,87.0,309.0
0.0,18.1,88.0,315.0
0.0,18.1,89.0,305.0
0.0,17.7,90.0,325.0
0.0,17.3,91.0,326.0
0.0,17.5,91.0,326.0
0.0,17.4,93.0,330.0
0.0,17.3,92.0,327.0
0.0,17.2,92.0,342.0
0.0,17.2,93.0,341.0
0.0,17.6,92.0,332.0
0.0,18.4,91.0,319.0
0.0,19.5,83.0,320.0
0.0,22.1,74.0,320.0
0.0,22.4,70.0,288.0
0.0,23.6,68.0,274.0
0.0,24.8,62.0,272.0
0.0,25.3,61.0,280.0
0.0,24.1,65.0,277.0
0.0,24.7,61.0,286.0
0.0,25.9,55.0,283.0
0.0,24.0,60.0,276.0
0.0,21.9,68.0,305.0
0.0,20.7,73.0,293.0
0.0,20.4,76.0,295.0
0.0,19.5,81.0,312.0
0.0,19.2,84.0,343.0
0.0,18.3,90.0,329.0
0.0,18.0,93.0,344.0
0.0,18.1,93.0,327.0
0.0,17.8,93.0,323.0
0.0,18.0,93.0,316.0
0.0,18.1,91.0,309.0
0.0,18.3,90.0,320.0
0.0,18.8,91.0,307.0
0.0,19.4,91.0,303.0
0.0,20.9,77.0,293.0
0.0,22.3,72.0,309.0
0.0,23.4,66.0,295.0
0.0,25.6,50.0,353.0
0.0,25.7,53.0,288.0
0.0,25.6,58.0,95.0
0.0,25.3,58.0,59.0
41.8,16.7,93.0,103.0
24.8,18.3,94.0,306.0
8.6,18.8,94.0,338.0
0.6,18.9,93.0,349.0
0.0,18.9,93.0,333.0
0.0,18.5,93.0,343.0
0.0,18.2,93.0,338.0
0.0,17.5,93.0,291.0
0.0,18.0,93.0,317.0
0.0,18.1,92.0,324.0
0.0,17.1,93.0,341.0
0.0,17.5,93.0,317.0
0.0,16.6,94.0,314.0
0.0,16.3,94.0,325.0
0.0,16.1,94.0,311.0
0.0,18.5,91.0,338.0
0.0,20.8,80.0,319.0
0.0,23.2,70.0,318.0
0.0,25.2,65.0,11.0
0.2,26.1,49.0,15.0
0.0,26.8,50.0,20.0
0.0,27.1,50.0,18.0
0.0,26.5,49.0,345.0
0.0,26.9,51.0,34.0
0.0,24.3,70.0,242.0
0.0,25.0,63.0,241.0
0.0,21.1,79.0,43.0
0.0,21.8,77.0,74.0
0.0,20.3,89.0,66.0
0.0,21.2,83.0,88.0
0.0,20.4,88.0,8.0
0.0,20.0,90.0,240.0
0.0,19.7,91.0,296.0
0.0,19.9,90.0,254.0
0.0,19.9,91.0,326.0
0.0,19.9,92.0,104.0
0.0,19.8,93.0,318.0
0.0,19.8,93.0,75.0
0.0,19.7,93.0,253.0
0.0,20.6,93.0,6.0
0.0,22.8,76.0,345.0
0.0,23.2,72.0,92.0
0.0,24.5,68.0,77.0
0.0,24.5,70.0,82.0
0.0,24.7,70.0,71.0
0.0,25.7,63.0,36.0
0.0,26.5,59.0,43.0
0.2,26.2,60.0,13.0
0.0,25.0,69.0,2.0
0.0,24.7,69.0,10.0
0.0,24.0,67.0,32.0
0.0,22.3,83.0,8.0
0.0,22.2,77.0,37.0
0.0,21.6,74.0,39.0
0.0,21.2,76.0,37.0
0.0,20.8,82.0,13.0
0.0,20.4,85.0,12.0
0.0,19.0,82.0,39.0
1.2,18.4,91.0,314.0
0.2,18.4,90.0,349.0
0.4,18.3,91.0,318.0
0.2,18.4,92.0,30.0
0.2,18.4,92.0,21.0
0.0,18.7,92.0,302.0
0.0,19.5,91.0,316.0
0.0,21.2,82.0,333.0
0.0,22.7,70.0,354.0
0.0,23.9,68.0,345.0
0.0,24.8,63.0,6.0
0.0,25.8,56.0,31.0
0.0,25.9,54.0,341.0
1.4,21.5,84.0,91.0
0.0,22.3,77.0,2.0
0.0,21.5,78.0,316.0
0.0,22.2,80.0,210.0
0.0,20.0,89.0,157.0
0.0,19.4,91.0,186.0
0.0,18.7,92.0,319.0
0.0,18.6,93.0,261.0
0.0,18.1,93.0,343.0
0.0,18.0,93.0,278.0
0.0,17.7,94.0,298.0
0.0,18.2,94.0,159.0
0.0,17.9,92.0,136.0
0.0,17.7,93.0,170.0
0.0,18.2,92.0,138.0
0.0,17.0,93.0,304.0
0.0,20.1,91.0,107.0
0.0,21.8,79.0,135.0
0.0,23.7,68.0,88.0
0.0,24.7,61.0,79.0
0.0,25.0,55.0,75.0
0.0,26.5,51.0,90.0
0.0,27.6,47.0,103.0
0.0,28.3,45.0,98.0
0.0,28.2,44.0,100.0
0.0,27.9,47.0,140.0
0.0,27.4,49.0,93.0
0.0,26.0,50.0,92.0
0.0,23.5,72.0,127.0
0.0,22.7,77.0,131.0
0.0,22.0,79.0,126.0
0.0,21.9,80.0,141.0
0.0,21.7,80.0,104.0
0.0,21.2,80.0,109.0
0.0,20.5,83.0,128.0
0.0,20.0,87.0,78.0
0.0,19.5,87.0,122.0
0.0,19.0,90.0,27.0
0.0,18.4,93.0,313.0
0.0,18.6,93.0,45.0
0.0,19.7,93.0,319.0
0.0,22.2,75.0,80.0
0.0,23.4,67.0,75.0
0.0,25.0,56.0,66.0
0.0,25.4,55.0,44.0
0.0,26.6,49.0,80.0
0.0,27.4,45.0,68.0
0.0,27.0,48.0,70.0
0.0,28.1,48.0,66.0
0.0,27.8,39.0,118.0
0.0,27.7,44.0,133.0
0.0,26.4,45.0,111.0
0.0,25.0,50.0,115.0
0.0,23.9,52.0,112.0
0.0,23.0,54.0,107.0
0.0,22.5,55.0,93.0
0.0,22.2,57.0,99.0
0.0,21.5,62.0,59.0
0.0,21.2,62.0,88.0
0.0,20.3,63.0,68.0
0.0,20.2,58.0,95.0
0.0,20.4,51.0,101.0
0.0,20.1,50.0,67.0
0.0,18.1,62.0,61.0
0.0,21.2,51.0,68.0
0.0,22.5,51.0,50.0
0.0,24.2,51.0,54.0
0.0,25.4,42.0,49.0
0.0,26.5,37.0,65.0
0.0,27.1,36.0,111.0
0.0,26.9,39.0,123.0
0.0,27.1,38.0,88.0
0.0,27.1,39.0,87.0
0.0,27.6,37.0,111.0
0.0,28.0,37.0,106.0
0.0,26.7,40.0,100.0
0.0,24.9,49.0,125.0
0.0,24.0,55.0,117.0
0.0,23.6,55.0,115.0
0.0,22.3,64.0,123.0
0.0,22.1,62.0,106.0
0.0,21.6,62.0,122.0
0.0,19.7,73.0,137.0
0.0,20.5,67.0,90.0
0.0,19.1,75.0,126.0
0.0,18.8,79.0,118.0
0.0,20.3,70.0,97.0
0.0,19.9,71.0,84.0
0.0,21.7,67.0,75.0
0.0,23.4,60.0,94.0
0.0,23.4,60.0,84.0
0.0,24.4,59.0,102.0
0.0,25.8,57.0,102.0
0.0,26.1,46.0,81.0
0.0,27.4,41.0,96.0
0.0,27.8,42.0,76.0
0.0,28.1,33.0,79.0
0.0,26.3,42.0,115.0
0.0,26.6,41.0,84.0
0.0,26.4,43.0,96.0
0.0,24.8,48.0,104.0
0.0,23.7,54.0,119.0
0.0,22.8,59.0,112.0
0.0,22.3,62.0,110.0
0.0,22.0,65.0,97.0
0.0,21.7,66.0,98.0
0.0,21.0,68.0,92.0
0.0,20.3,70.0,89.0
0.0,19.9,71.0,98.0
0.0,19.3,72.0,102.0
0.0,19.0,71.0,92.0
0.0,18.6,73.0,109.0
0.0,20.0,66.0,96.0
0.0,21.0,65.0,87.0
0.0,22.5,64.0,93.0
0.0,23.6,59.0,84.0
0.0,24.7,56.0,92.0
0.0,26.2,50.0,73.0
0.0,26.0,50.0,99.0
0.0,26.3,47.0,95.0
0.0,26.0,49.0,60.0
0.0,25.5,51.0,102.0
0.0,25.7,49.0,89.0
0.0,24.8,58.0,121.0
0.0,23.4,66.0,119.0
0.0,22.4,68.0,121.0
0.0,21.5,72.0,115.0
0.0,21.2,75.0,116.0
0.0,20.8,78.0,110.0
0.0,20.4,80.0,109.0
0.0,20.4,78.0,102.0
0.0,19.9,80.0,103.0
0.0,19.8,81.0,89.0
0.0,19.4,81.0,104.0
0.0,19.2,81.0,98.0
0.0,19.2,81.0,114.0
0.0,19.5,81.0,107.0
0.0,20.6,78.0,97.0
0.0,21.9,72.0,84.0
0.0,24.0,65.0,84.0
0.0,23.6,62.0,96.0
0.0,24.6,61.0,107.0
0.0,25.5,57.0,84.0
0.0,25.7,55.0,114.0
0.0,27.3,46.0,90.0
0.0,27.8,45.0,99.0
0.0,26.2,49.0,120.0
0.0,25.6,53.0,117.0
0.0,24.1,58.0,123.0
0.0,22.8,66.0,123.0
0.0,22.1,70.0,114.0
0.0,21.9,70.0,105.0
0.0,21.5,72.0,92.0
0.0,21.3,73.0,98.0
0.0,20.8,76.0,98.0
0.0,20.7,75.0,85.0
0.0,20.4,76.0,89.0
0.0,19.6,79.0,67.0
0.0,19.8,77.0,67.0
0.0,20.0,76.0,72.0
0.0,21.0,71.0,74.0
0.0,21.8,70.0,76.0
0.0,22.8,70.0,56.0
0.0,24.2,64.0,69.0
0.0,24.9,59.0,68.0
0.0,26.4,50.0,56.0
0.0,27.1,47.0,65.0
0.0,27.9,44.0,43.0
0.0,28.3,44.0,41.0
0.0,27.1,43.0,95.0
0.0,27.2,47.0,97.0
0.0,25.8,52.0,91.0
0.0,24.2,56.0,97.0
0.0,23.4,63.0,104.0
0.0,22.9,68.0,84.0
0.0,22.3,71.0,61.0
0.0,21.8,74.0,70.0
0.0,21.4,73.0,59.0
0.0,21.2,72.0,61.0
0.0,20.9,72.0,53.0
0.0,20.2,77.0,48.0
0.0,19.8,81.0,21.0
0.0,19.2,85.0,357.0
0.0,19.2,83.0,25.0
0.0,20.4,79.0,334.0
0.0,22.3,70.0,13.0
0.0,24.0,63.0,25.0
0.0,24.2,64.0,357.0
0.0,25.5,57.0,7.0
0.0,24.9,61.0,351.0
0.0,25.1,60.0,353.0
0.0,25.9,54.0,351.0
0.0,23.5,75.0,259.0
0.0,22.1,75.0,7.0
0.2,20.4,84.0,241.0
0.2,19.4,90.0,310.0
0.0,19.7,90.0,296.0
0.0,19.5,91.0,165.0
0.0,18.5,92.0,138.0
0.0,18.8,92.0,148.0
0.0,19.0,90.0,177.0
0.0,18.3,91.0,157.0
0.0,18.8,90.0,140.0
0.0,19.0,90.0,177.0
0.0,18.6,92.0,285.0
0.2,18.7,92.0,343.0
0.0,18.8,92.0,5.0
0.0,19.2,92.0,25.0
0.0,19.5,92.0,292.0
0.0,20.7,85.0,182.0
0.0,21.6,77.0,162.0
0.0,23.3,68.0,170.0
12.8,19.7,87.0,73.0
4.6,23.8,67.0,41.0
0.0,25.8,63.0,230.0
0.2,26.5,59.0,44.0
0.0,24.0,70.0,3.0
1.0,21.0,85.0,290.0
0.2,20.5,88.0,153.0
0.0,22.3,79.0,39.0
0.0,20.6,89.0,182.0
0.0,20.0,91.0,306.0
0.0,20.4,90.0,299.0
0.0,19.8,89.0,289.0
0.0,20.1,88.0,273.0
0.0,20.2,87.0,253.0
0.0,19.7,87.0,280.0
0.0,19.6,89.0,289.0
0.0,19.0,92.0,153.0
0.0,18.3,93.0,298.0
0.0,18.5,93.0,286.0
0.0,18.5,92.0,288.0
0.0,19.1,91.0,271.0
0.0,20.2,84.0,278.0
0.0,20.9,79.0,250.0
0.0,22.6,71.0,209.0
0.0,24.3,65.0,202.0
0.2,25.1,59.0,160.0
0.0,24.7,65.0,12.0
0.0,25.4,62.0,8.0
0.6,20.9,83.0,246.0
0.4,24.8,68.0,24.0
0.0,24.7,69.0,355.0
0.0,24.0,70.0,23.0
0.0,22.6,73.0,335.0
0.0,21.3,78.0,188.0
0.0,19.7,85.0,247.0
2.0,19.3,91.0,306.0
3.4,19.3,93.0,267.0
0.2,19.4,93.0,342.0
0.4,19.0,93.0,311.0
0.0,19.5,92.0,340.0
0.0,19.4,93.0,343.0
0.0,19.1,93.0,355.0
0.0,19.3,93.0,330.0
0.0,19.0,93.0,359.0
0.0,19.9,93.0,345.0
0.0,21.5,86.0,341.0
0.0,23.3,79.0,330.0
9.6,20.5,93.0,228.0
2.0,23.6,79.0,17.0
0.0,24.6,68.0,45.0
0.6,23.7,79.0,94.0
2.4,22.1,85.0,155.0
0.8,21.8,87.0,145.0
0.0,24.0,74.0,116.0
0.0,22.8,81.0,44.0
0.0,21.1,85.0,70.0
0.0,20.5,89.0,49.0
0.0,20.1,91.0,165.0
0.4,19.8,92.0,338.0
0.4,19.6,91.0,341.0
0.8,19.6,92.0,316.0
0.0,18.7,92.0,274.0
0.0,18.3,92.0,295.0
0.0,17.9,93.0,271.0
0.0,18.2,93.0,290.0
0.0,18.5,91.0,241.0
0.0,18.4,92.0,311.0
0.0,18.3,92.0,27.0
0.0,18.7,93.0,323.0
0.0,19.7,90.0,296.0
0.0,20.7,83.0,330.0
0.0,23.3,71.0,343.0
0.0,23.5,71.0,359.0
0.2,18.4,90.0,340.0
0.0,19.6,82.0,331.0
0.0,20.0,78.0,355.0
0.0,20.7,74.0,357.0
0.0,20.8,74.0,357.0
0.0,21.0,73.0,4.0
0.0,20.3,77.0,347.0
0.0,19.9,81.0,329.0
0.0,19.9,82.0,346.0
0.0,19.9,83.0,28.0
0.0,19.3,86.0,291.0
0.0,19.1,87.0,329.0
0.0,19.1,88.0,343.0
0.0,18.9,89.0,337.0
0.0,18.4,91.0,320.0
0.0,18.4,91.0,338.0
0.0,18.3,91.0,342.0
0.0,17.7,92.0,323.0
0.0,17.8,92.0,332.0
0.0,18.6,92.0,321.0
0.0,20.5,86.0,335.0
0.0,22.4,76.0,326.0
0.0,22.3,74.0,4.0
0.0,24.3,65.0,335.0
0.0,24.7,62.0,356.0
0.2,26.2,56.0,349.0
0.0,26.3,53.0,357.0
0.0,26.2,57.0,333.0
0.0,26.9,53.0,322.0
0.0,23.8,70.0,308.0
0.0,22.9,69.0,308.0
0.0,21.4,78.0,286.0
0.0,21.2,80.0,249.0
0.0,21.0,84.0,157.0
0.0,19.5,91.0,166.0
0.0,19.0,91.0,157.0
0.0,18.7,90.0,150.0
0.0,18.4,91.0,164.0
0.0,18.1,92.0,114.0
0.0,17.0,93.0,348.0
0.0,17.9,94.0,328.0
0.0,17.5,93.0,296.0
0.0,17.0,94.0,11.0
0.0,18.5,94.0,330.0
0.0,21.3,78.0,3.0
0.0,23.0,72.0,336.0
0.0,24.8,65.0,346.0
0.0,25.4,59.0,290.0
0.0,26.4,55.0,8.0
0.0,27.3,52.0,14.0
0.0,27.8,48.0,326.0
0.0,27.7,53.0,138.0
0.0,27.0,52.0,149.0
17.0,21.3,89.0,130.0
3.0,18.6,89.0,134.0
0.4,19.7,89.0,334.0
0.2,19.7,88.0,341.0
0.0,19.7,91.0,137.0
0.0,19.9,88.0,185.0
0.0,19.8,88.0,163.0
0.0,19.6,88.0,140.0
0.0,19.2,85.0,140.0
0.0,18.7,87.0,145.0
0.0,18.7,90.0,115.0
0.0,18.8,92.0,138.0
0.0,18.5,93.0,124.0
0.0,18.5,92.0,116.0
0.0,18.3,90.0,112.0
0.0,19.6,87.0,101.0
0.0,21.6,78.0,104.0
0.0,23.0,75.0,132.0
0.0,23.8,74.0,83.0
0.0,25.0,67.0,106.0
0.0,26.0,60.0,91.0
0.0,27.4,61.0,108.0
0.0,26.8,55.0,98.0
0.0,26.9,56.0,113.0
0.0,26.1,62.0,130.0
1.6,20.1,85.0,71.0
0.6,19.7,89.0,323.0
0.0,19.9,88.0,323.0
0.0,19.9,89.0,342.0
0.0,19.9,86.0,319.0
0.0,19.9,85.0,322.0
0.0,19.2,90.0,331.0
1.8,18.7,92.0,338.0
3.8,18.7,93.0,262.0
0.2,18.7,93.0,211.0
0.0,18.6,93.0,188.0
0.0,18.6,93.0,190.0
0.0,18.6,93.0,136.0
0.2,18.3,94.0,163.0
0.0,18.3,94.0,137.0
0.0,19.4,90.0,131.0
0.0,20.7,84.0,88.0
0.0,21.6,75.0,54.0
0.0,22.9,71.0,145.0
0.0,24.0,68.0,354.0
0.2,22.9,73.0,117.0
0.0,24.6,68.0,309.0
0.0,25.4,59.0,76.0
0.0,24.1,69.0,98.0
0.0,23.3,75.0,113.0
0.0,22.5,76.0,32.0
0.0,22.4,74.0,83.0
0.0,22.3,77.0,151.0
0.2,21.5,83.0,63.0
6.8,20.2,92.0,110.0
0.2,19.8,87.0,68.0
1.2,19.8,91.0,46.0
0.0,19.4,92.0,354.0
0.0,19.3,92.0,338.0
0.0,19.4,90.0,7.0
0.0,19.2,92.0,144.0
0.0,19.1,92.0,276.0
0.0,19.7,92.0,359.0
0.0,20.7,88.0,329.0
0.0,21.4,87.0,329.0
0.0,23.3,74.0,332.0
0.0,25.0,68.0,9.0
0.0,27.0,52.0,4.0
0.0,26.2,56.0,20.0
0.0,26.3,54.0,208.0
0.0,26.9,55.0,99.0
0.0,24.7,65.0,88.0
0.0,25.7,63.0,120.0
0.0,24.8,60.0,93.0
0.0,23.5,72.0,57.0
0.0,21.3,84.0,20.0
0.0,21.9,85.0,7.0
0.0,21.7,82.0,314.0
0.0,20.3,89.0,341.0
0.0,20.0,89.0,354.0
0.0,20.4,92.0,49.0
0.0,20.0,89.0,51.0
0.0,19.0,91.0,253.0
0.0,18.6,93.0,304.0
0.0,18.5,93.0,328.0
0.0,18.4,92.0,97.0
0.0,20.0,92.0,25.0
0.0,21.9,81.0,224.0
0.0,23.4,74.0,25.0
0.0,24.6,67.0,22.0
0.0,25.7,59.0,340.0
0.2,23.8,74.0,83.0
1.4,25.4,63.0,3.0
0.0,27.7,55.0,20.0
0.0,27.9,48.0,29.0
0.2,28.9,43.0,97.0
0.0,28.2,44.0,60.0
0.0,25.1,59.0,33.0
0.0,23.9,70.0,229.0
0.0,22.8,72.0,182.0
0.0,21.2,78.0,162.0
0.0,20.7,80.0,156.0
0.0,18.9,86.0,240.0
0.0,18.4,90.0,307.0
0.0,17.9,91.0,307.0
0.0,18.9,88.0,177.0
0.0,17.5,91.0,267.0
0.0,19.3,82.0,113.0
0.0,18.2,86.0,138.0
0.0,18.7,84.0,130.0
0.0,18.9,87.0,183.0
0.0,21.1,77.0,160.0
0.0,23.0,69.0,130.0
0.0,24.9,61.0,98.0
0.0,25.9,56.0,78.0
0.0,26.7,50.0,73.0
0.0,27.1,46.0,83.0
0.0,28.6,38.0,17.0
0.0,28.9,35.0,21.0
0.0,28.5,36.0,24.0
0.0,28.2,33.0,4.0
0.0,27.0,35.0,2.0
0.0,22.8,61.0,24.0
0.0,21.4,71.0,25.0
0.0,20.8,67.0,249.0
0.0,20.1,69.0,8.0
0.0,19.9,71.0,28.0
0.0,19.0,74.0,175.0
0.0,19.6,75.0,135.0
0.0,18.8,79.0,328.0
0.0,18.4,78.0,281.0
0.0,18.8,73.0,51.0
0.0,18.4,78.0,306.0
0.0,19.2,71.0,322.0
0.0,19.4,75.0,292.0
0.0,22.3,71.0,232.0
0.0,19.5,81.0,100.0
0.2,19.7,91.0,19.0
0.0,22.5,81.0,279.0
0.0,25.8,65.0,240.0
0.0,26.5,56.0,215.0
0.0,27.8,46.0,198.0
0.0,24.9,67.0,206.0
0.0,25.5,61.0,223.0
0.0,25.6,55.0,201.0
0.0,24.9,58.0,164.0
0.0,22.2,73.0,158.0
0.0,21.9,74.0,141.0
0.0,20.4,80.0,359.0
0.0,19.5,86.0,166.0
0.0,19.3,85.0,33.0
0.0,18.6,88.0,58.0
0.0,18.4,87.0,34.0
0.0,18.3,89.0,194.0
0.0,18.9,86.0,39.0
0.0,17.7,91.0,17.0
0.0,17.3,92.0,303.0
0.0,19.1,86.0,152.0
0.0,19.6,89.0,156.0
0.0,22.2,78.0,178.0
0.0,23.5,73.0,127.0
0.0,24.1,71.0,115.0
0.0,25.8,60.0,19.0
0.0,27.2,55.0,125.0
0.0,27.6,50.0,105.0
0.0,26.9,52.0,6.0
0.0,27.0,58.0,341.0
0.0,23.6,66.0,258.0
0.0,24.9,58.0,253.0
0.0,24.9,56.0,273.0
0.0,23.1,69.0,11.0
0.0,22.1,76.0,300.0
0.0,21.2,76.0,206.0
0.0,20.3,82.0,229.0
0.0,20.0,84.0,321.0
0.0,19.4,88.0,352.0
0.0,19.4,87.0,284.0
0.0,18.8,88.0,246.0
0.0,18.9,89.0,319.0
0.0,18.7,90.0,294.0
0.0,18.7,91.0,212.0
0.0,18.6,92.0,221.0
0.0,19.5,89.0,6.0
0.0,22.9,78.0,309.0
0.0,24.0,75.0,11.0
0.0,25.1,64.0,95.0
0.0,26.8,57.0,114.0
0.0,28.6,49.0,141.0
0.0,28.9,44.0,94.0
0.0,31.1,38.0,237.0
0.0,30.0,36.0,221.0
0.0,30.0,44.0,289.0
0.0,27.9,52.0,3.0
0.0,24.7,61.0,251.0
1.0,22.5,74.0,166.0
39.4,19.6,87.0,9.0
12.8,19.8,91.0,186.0
5.8,19.2,91.0,255.0
0.0,19.4,91.0,260.0
0.0,19.4,89.0,302.0
0.0,19.9,88.0,93.0
0.2,19.7,89.0,146.0
0.4,18.9,91.0,215.0
0.0,18.9,91.0,207.0
0.0,18.7,85.0,280.0
0.0,18.4,91.0,353.0
0.0,18.5,91.0,296.0
0.0,20.7,74.0,213.0
0.0,23.9,59.0,211.0
0.0,24.8,58.0,179.0
0.0,25.6,58.0,187.0
0.2,26.0,58.0,181.0
0.0,27.3,54.0,184.0
0.0,28.0,48.0,129.0
0.0,28.3,46.0,96.0
0.0,28.1,47.0,323.0
0.0,29.0,41.0,291.0
0.0,26.0,62.0,130.0
0.0,25.3,65.0,110.0
0.0,21.2,75.0,326.0
2.2,20.4,84.0,303.0
0.0,21.4,80.0,257.0
0.0,20.5,87.0,335.0
0.0,20.6,88.0,307.0
0.0,20.0,89.0,270.0
0.0,20.3,89.0,306.0
0.0,19.9,91.0,280.0
0.0,19.7,92.0,167.0
0.0,19.5,92.0,353.0
0.0,19.4,93.0,343.0
0.0,20.0,92.0,275.0
0.0,23.5,76.0,280.0
0.0,25.0,68.0,255.0
0.0,24.7,69.0,214.0
0.2,22.5,70.0,341.0
0.0,22.5,73.0,345.0
0.0,25.0,63.0,277.0
0.0,27.0,55.0,243.0
0.0,27.6,52.0,251.0
0.0,27.9,50.0,248.0
0.0,26.7,56.0,254.0
0.0,26.1,58.0,241.0
0.0,24.0,63.0,213.0
0.0,23.3,72.0,150.0
0.0,23.1,74.0,196.0
0.0,22.1,81.0,228.0
0.0,22.2,81.0,212.0
0.0,20.5,88.0,358.0
0.0,20.1,91.0,218.0
0.0,21.5,81.0,203.0
0.0,21.2,81.0,221.0
0.0,21.0,83.0,185.0
0.0,20.6,85.0,213.0
0.0,20.2,88.0,158.0
0.0,20.1,91.0,160.0
0.0,22.4,80.0,201.0
0.0,23.7,74.0,143.0
0.0,25.6,67.0,153.0
0.0,26.7,62.0,100.0
0.0,26.2,62.0,230.0
0.0,25.1,63.0,320.0
0.0,25.1,64.0,340.0
6.8,20.3,89.0,186.0
16.6,20.6,93.0,341.0
0.0,22.3,88.0,254.0
0.2,22.3,87.0,292.0
0.0,21.7,87.0,282.0
0.0,21.5,89.0,267.0
0.0,21.2,86.0,297.0
0.0,21.0,88.0,291.0
0.0,21.5,85.0,238.0
0.0,22.0,83.0,228.0
0.0,20.8,87.0,189.0
1.8,19.7,93.0,156.0
0.8,19.2,93.0,182.0
0.4,19.1,92.0,273.0
0.0,19.2,93.0,359.0
0.0,19.1,93.0,320.0
0.0,19.3,93.0,341.0
0.8,19.7,93.0,34.0
0.0,21.8,83.0,137.0
0.0,22.9,75.0,94.0
0.0,22.7,76.0,125.0
0.0,24.5,66.0,125.0
0.0,24.9,65.0,140.0
0.0,25.6,66.0,122.0
0.0,22.3,77.0,301.0
0.0,21.3,84.0,287.0
0.0,20.8,89.0,264.0
0.0,21.0,86.0,22.0
2.6,20.5,91.0,178.0
3.6,20.2,93.0,181.0
0.6,19.7,92.0,231.0
0.0,19.7,92.0,243.0
0.0,20.2,93.0,15.0
0.2,19.5,93.0,299.0
0.0,19.6,93.0,39.0
0.2,19.4,93.0,282.0
0.0,19.3,93.0,343.0
0.0,19.5,93.0,12.0
0.0,19.1,93.0,338.0
0.0,19.1,92.0,353.0
0.0,19.1,93.0,301.0
0.0,21.5,82.0,275.0
0.0,23.3,71.0,266.0
0.0,24.0,71.0,278.0
0.0,25.1,66.0,215.0
14.2,18.8,94.0,285.0
0.0,21.1,85.0,329.0
0.0,24.6,78.0,318.0
0.0,26.2,66.0,324.0
0.2,21.9,79.0,115.0
5.2,19.9,92.0,191.0
3.2,20.2,93.0,203.0
6.2,19.8,93.0,177.0
3.6,19.8,94.0,235.0
1.2,19.8,93.0,53.0
0.0,19.8,93.0,31.0
0.2,19.7,93.0,294.0
0.0,19.6,94.0,8.0
0.0,19.3,94.0,322.0
0.0,19.2,94.0,310.0
0.0,19.1,94.0,307.0
0.0,19.1,94.0,312.0
0.0,19.1,93.0,301.0
0.0,18.9,94.0,288.0
0.0,19.2,93.0,312.0
0.0,20.8,91.0,311.0
0.0,22.0,81.0,349.0
0.0,22.2,80.0,358.0
0.0,23.8,75.0,317.0
0.0,24.4,66.0,309.0
0.0,25.2,63.0,327.0
0.0,25.3,66.0,328.0
2.6,22.5,79.0,329.0
2.8,21.7,82.0,334.0
0.0,23.4,77.0,347.0
0.0,22.1,82.0,331.0
0.0,21.1,88.0,338.0
0.0,20.8,90.0,320.0
0.6,20.5,92.0,347.0
0.0,19.8,91.0,329.0
0.0,19.5,93.0,329.0
0.2,19.0,93.0,328.0
